Approval Date,Drug Name,Submission,Active Ingredients,Sponsor
05/18/2020,CINACALCET HYDROCHLORIDEANDA  #207008,SUPPL-2,CINACALCET HYDROCHLORIDE,SUN PHARM
05/18/2020,GANCICLOVIR SODIUMANDA  #207645,SUPPL-1,GANCICLOVIR SODIUM,PHARMASCIENCE INC
05/18/2020,FINGOLIMOD HYDROCHLORIDEANDA  #207933,ORIG-1,FINGOLIMOD HYDROCHLORIDE,HETERO LABS LTD V
05/18/2020,ABIRATERONE ACETATEANDA  #208416,ORIG-1,ABIRATERONE ACETATE,DR REDDYS
05/18/2020,OLMESARTAN MEDOXOMILANDA  #208659,ORIG-1,OLMESARTAN MEDOXOMIL,INVENTIA
05/18/2020,CINACALCET HYDROCHLORIDEANDA  #209226,SUPPL-3,CINACALCET HYDROCHLORIDE,STRIDES PHARMA
05/18/2020,CINACALCET HYDROCHLORIDEANDA  #209226,SUPPL-4,CINACALCET HYDROCHLORIDE,STRIDES PHARMA
05/18/2020,CINACALCET HYDROCHLORIDEANDA  #210207,SUPPL-3,CINACALCET HYDROCHLORIDE,SLATE RUN PHARMA
05/18/2020,CLOBETASOL PROPIONATEANDA  #213290,ORIG-1,CLOBETASOL PROPIONATE,ALEMBIC
05/18/2020,CINACALCET HYDROCHLORIDEANDA  #213325,ORIG-1,CINACALCET HYDROCHLORIDE,CHARTWELL RX
05/18/2020,TECENTRIQBLA   #761034,SUPPL-27,ATEZOLIZUMAB,GENENTECH INC
05/19/2020,DEPAKENENDA   #018081,SUPPL-71,VALPROIC ACID,ABBVIE
05/19/2020,DEPAKENENDA   #018082,SUPPL-54,VALPROIC ACID,ABBVIE
05/19/2020,DEPAKOTENDA   #018723,SUPPL-63,DIVALPROEX SODIUM,ABBVIE
05/19/2020,DEPAKOTENDA   #019680,SUPPL-50,DIVALPROEX SODIUM,ABBVIE
05/19/2020,LIDOCAINE HYDROCHLORIDE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830,SUPPL-27,LIDOCAINE HYDROCHLORIDE,B BRAUN
05/19/2020,LIDOCAINE HYDROCHLORIDE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830,SUPPL-27,LIDOCAINE HYDROCHLORIDE,B BRAUN
05/19/2020,LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINERNDA   #019830,SUPPL-27,LIDOCAINE HYDROCHLORIDE,B BRAUN
05/19/2020,DEPACONNDA   #020593,SUPPL-41,VALPROATE SODIUM,ABBVIE
05/19/2020,DEPAKOTE ERNDA   #021168,SUPPL-41,DIVALPROEX SODIUM,ABBVIE
05/19/2020,MINOXIDILANDA  #071344,SUPPL-37,MINOXIDIL,WATSON LABS
05/19/2020,MINOXIDILANDA  #071345,SUPPL-38,MINOXIDIL,WATSON LABS
05/19/2020,TRAZODONE HYDROCHLORIDEANDA  #072192,SUPPL-51,TRAZODONE HYDROCHLORIDE,OXFORD PHARMS
05/19/2020,TRAZODONE HYDROCHLORIDEANDA  #072192,SUPPL-54,TRAZODONE HYDROCHLORIDE,OXFORD PHARMS
05/19/2020,TRAZODONE HYDROCHLORIDEANDA  #072193,SUPPL-53,TRAZODONE HYDROCHLORIDE,OXFORD PHARMS
05/19/2020,TRAZODONE HYDROCHLORIDEANDA  #072193,SUPPL-56,TRAZODONE HYDROCHLORIDE,OXFORD PHARMS
05/19/2020,CAPTOPRILANDA  #074477,SUPPL-3,CAPTOPRIL,PRINSTON INC
05/19/2020,MEGESTROL ACETATEANDA  #075671,SUPPL-23,MEGESTROL ACETATE,STRIDES PHARMA
05/19/2020,CLOPIDOGREL BISULFATEANDA  #078133,SUPPL-2,CLOPIDOGREL BISULFATE,SUN PHARM INDUSTRIES
05/19/2020,CLOPIDOGREL BISULFATEANDA  #078133,SUPPL-3,CLOPIDOGREL BISULFATE,SUN PHARM INDUSTRIES
05/19/2020,AMPICILLIN AND SULBACTAMANDA  #090340,SUPPL-7,AMPICILLIN SODIUM; SULBACTAM SODIUM,EUGIA PHARMA SPECLTS
05/19/2020,CLOPIDOGREL BISULFATEANDA  #091216,SUPPL-1,CLOPIDOGREL BISULFATE,ANI PHARMS
05/19/2020,CLOPIDOGREL BISULFATEANDA  #091216,SUPPL-2,CLOPIDOGREL BISULFATE,ANI PHARMS
05/19/2020,MESALAMINEANDA  #091640,SUPPL-3,MESALAMINE,ZYDUS PHARMS
05/19/2020,MESALAMINEANDA  #091640,SUPPL-4,MESALAMINE,ZYDUS PHARMS
05/19/2020,MESALAMINEANDA  #091640,SUPPL-7,MESALAMINE,ZYDUS PHARMS
05/19/2020,MESALAMINEANDA  #091640,SUPPL-10,MESALAMINE,ZYDUS PHARMS
05/19/2020,TOLVAPTANANDA  #207605,ORIG-1,TOLVAPTAN,APOTEX
05/19/2020,LYNPARZANDA   #208558,SUPPL-14,OLAPARIB,ASTRAZENECA
05/19/2020,SUCCINYLCHOLINE CHLORIDEANDA  #211625,ORIG-1,SUCCINYLCHOLINE CHLORIDE,UMEDICA
05/19/2020,MESALAMINEANDA  #211858,SUPPL-1,MESALAMINE,SUN PHARM
05/19/2020,TOLVAPTANANDA  #211891,ORIG-1,TOLVAPTAN,ALKEM LABS LTD
05/19/2020,FERRIPROXNDA   #212269,ORIG-1,DEFERIPRONE,CHIESI
05/19/2020,TOLTERODINE TARTRATEANDA  #213397,ORIG-1,TOLTERODINE TARTRATE,AJANTA PHARMA LTD
05/19/2020,IMPEKLONDA   #213691,ORIG-1,CLOBETASOL PROPIONATE,MYLAN
05/20/2020,CYTOVENENDA   #019661,SUPPL-38,GANCICLOVIR SODIUM,CHEPLAPHARM
05/20/2020,CLOPIDOGREL BISULFATEANDA  #078004,SUPPL-2,CLOPIDOGREL BISULFATE,ACME LABS
05/20/2020,CLOPIDOGREL BISULFATEANDA  #078004,SUPPL-3,CLOPIDOGREL BISULFATE,ACME LABS
05/20/2020,HYDROMORPHONE HYDROCHLORIDEANDA  #078228,SUPPL-3,HYDROMORPHONE HYDROCHLORIDE,RISING
05/20/2020,HYDROMORPHONE HYDROCHLORIDEANDA  #078228,SUPPL-7,HYDROMORPHONE HYDROCHLORIDE,RISING
05/20/2020,HYDROMORPHONE HYDROCHLORIDEANDA  #078261,SUPPL-4,HYDROMORPHONE HYDROCHLORIDE,RISING
05/20/2020,HYDROMORPHONE HYDROCHLORIDEANDA  #078261,SUPPL-7,HYDROMORPHONE HYDROCHLORIDE,RISING
05/20/2020,SELFEMRAANDA  #200151,SUPPL-4,FLUOXETINE HYDROCHLORIDE,TEVA PHARMS USA
05/20/2020,MESALAMINEANDA  #203574,SUPPL-1,MESALAMINE,MYLAN
05/20/2020,KYBELLANDA   #206333,SUPPL-2,DEOXYCHOLIC ACID,ABBVIE
05/20/2020,KYBELLANDA   #206333,SUPPL-3,DEOXYCHOLIC ACID,ABBVIE
05/20/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #207551,ORIG-1,DEXMEDETOMIDINE HYDROCHLORIDE,AMNEAL PHARMS CO
05/20/2020,FINGOLIMODANDA  #208559,ORIG-1,FINGOLIMOD,MSN LABS PVT LTD
05/20/2020,OLOPATADINE HYDROCHLORIDEANDA  #209752,ORIG-1,OLOPATADINE HYDROCHLORIDE,GLAND PHARMA LTD
05/20/2020,ENTECAVIRANDA  #211978,ORIG-1,ENTECAVIR,SUNSHINE
05/20/2020,CERIANNANDA   #212155,ORIG-1,FLUOROESTRADIOL F-18,GE HEALTHCARE
05/20/2020,OSELTAMIVIR PHOSPHATEANDA  #212544,ORIG-1,OSELTAMIVIR PHOSPHATE,MSN
05/20/2020,DIHYDROERGOTAMINE MESYLATEANDA  #212907,ORIG-1,DIHYDROERGOTAMINE MESYLATE,CIPLA
05/20/2020,SUCCINYLCHOLINE CHLORIDEANDA  #213705,ORIG-1,SUCCINYLCHOLINE CHLORIDE,ACCORD HLTHCARE
05/21/2020,CRESTORNDA   #021366,SUPPL-40,ROSUVASTATIN CALCIUM,IPR
05/21/2020,CRESTORNDA   #021366,SUPPL-41,ROSUVASTATIN CALCIUM,IPR
05/21/2020,ASACOL HDNDA   #021830,SUPPL-15,MESALAMINE,ABBVIE
05/21/2020,LUMI-SPORYNNDA   #050417,SUPPL-12,BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,CASPER PHARMA LLC
05/21/2020,DILTIAZEM HYDROCHLORIDEANDA  #072838,SUPPL-24,DILTIAZEM HYDROCHLORIDE,RISING
05/21/2020,CEFEPIME HYDROCHLORIDEANDA  #091048,SUPPL-4,CEFEPIME HYDROCHLORIDE,SAGENT PHARMS INC
05/21/2020,GUANFACINE HYDROCHLORIDEANDA  #200881,SUPPL-10,GUANFACINE HYDROCHLORIDE,ACTAVIS ELIZABETH
05/21/2020,DUOPANDA   #203952,SUPPL-11,CARBIDOPA; LEVODOPA,ABBVIE
05/21/2020,DELZICOLNDA   #204412,SUPPL-11,MESALAMINE,ABBVIE
05/21/2020,DECITABINENDA   #205582,SUPPL-14,DECITABINE,SUN PHARM
05/21/2020,GUANFACINE HYDROCHLORIDEANDA  #205689,SUPPL-9,GUANFACINE HYDROCHLORIDE,SUN PHARM
05/21/2020,IRINOTECAN HYDROCHLORIDEANDA  #206935,SUPPL-4,IRINOTECAN HYDROCHLORIDE,NOVAST LABS
05/21/2020,IRINOTECAN HYDROCHLORIDEANDA  #206935,SUPPL-6,IRINOTECAN HYDROCHLORIDE,NOVAST LABS
05/21/2020,CLONIDINE HYDROCHLORIDEANDA  #209285,SUPPL-1,CLONIDINE HYDROCHLORIDE,CHARTWELL RX
05/21/2020,CLONIDINE HYDROCHLORIDEANDA  #209285,SUPPL-3,CLONIDINE HYDROCHLORIDE,CHARTWELL RX
05/21/2020,ICOSAPENT ETHYLANDA  #209457,ORIG-1,ICOSAPENT ETHYL,HIKMA
05/21/2020,KYNMOBINDA   #210875,ORIG-1,APOMORPHINE HYDROCHLORIDE,SUMITOMO PHARMA AM
05/21/2020,CLONIDINE HYDROCHLORIDEANDA  #211433,SUPPL-2,CLONIDINE HYDROCHLORIDE,SOMERSET THERAPS LLC
05/21/2020,TRIENTINE HYDROCHLORIDEANDA  #211637,ORIG-1,TRIENTINE HYDROCHLORIDE,LUPIN LTD
05/21/2020,AMANTADINE HYDROCHLORIDEANDA  #212044,ORIG-1,AMANTADINE HYDROCHLORIDE,RUBICON
05/22/2020,CALAN SRNDA   #019152,SUPPL-45,VERAPAMIL HYDROCHLORIDE,PFIZER
05/22/2020,ATNAANDA   #021175,SUPPL-41,ATROPINE; PRALIDOXIME CHLORIDE,US ARMY
05/22/2020,UROXATRALNDA   #021287,SUPPL-24,ALFUZOSIN HYDROCHLORIDE,ADVANZ PHARMA
05/22/2020,PHEXXINDA   #208352,ORIG-1,CITRIC ACID; LACTIC ACID; POTASSIUM BITARTRATE,EVOFEM INC
05/22/2020,ALUNBRIGNDA   #208772,SUPPL-8,BRIGATINIB,TAKEDA PHARMS USA
05/22/2020,PALONOSETRON HYDROCHLORIDEANDA  #208789,ORIG-1,PALONOSETRON HYDROCHLORIDE,NOVAST LABS
05/22/2020,TREPROSTINILANDA  #210214,ORIG-1,TREPROSTINIL,DR REDDYS
05/22/2020,DICYCLOMINE HYDROCHLORIDEANDA  #212286,ORIG-1,DICYCLOMINE HYDROCHLORIDE,HIKMA
05/22/2020,AMPHETAMINE SULFATEANDA  #212901,ORIG-1,AMPHETAMINE SULFATE,SENORES PHARMS
05/22/2020,SUCCINYLCHOLINE CHLORIDEANDA  #214308,ORIG-1,SUCCINYLCHOLINE CHLORIDE,ADAPTIS
05/23/2020,TAGRISSONDA   #208065,SUPPL-16,OSIMERTINIB MESYLATE,ASTRAZENECA
05/25/2020,CEFEPIME HYDROCHLORIDEANDA  #065441,SUPPL-16,CEFEPIME HYDROCHLORIDE,ACS DOBFAR
05/25/2020,CEFEPIME HYDROCHLORIDEANDA  #065441,SUPPL-18,CEFEPIME HYDROCHLORIDE,ACS DOBFAR
05/25/2020,CEFEPIME HYDROCHLORIDEANDA  #065441,SUPPL-19,CEFEPIME HYDROCHLORIDE,ACS DOBFAR
05/25/2020,CEFEPIME HYDROCHLORIDEANDA  #065441,SUPPL-20,CEFEPIME HYDROCHLORIDE,ACS DOBFAR
05/25/2020,CEFEPIME HYDROCHLORIDEANDA  #065441,SUPPL-21,CEFEPIME HYDROCHLORIDE,ACS DOBFAR
05/25/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #204023,SUPPL-2,DEXMEDETOMIDINE HYDROCHLORIDE,ACCORD HLTHCARE
05/25/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #204023,SUPPL-7,DEXMEDETOMIDINE HYDROCHLORIDE,ACCORD HLTHCARE
05/25/2020,ALBENDAZOLEANDA  #208979,SUPPL-1,ALBENDAZOLE,ZYDUS PHARMS
05/25/2020,VABOMERENDA   #209776,SUPPL-3,MEROPENEM; VABORBACTAM,REMPEX
05/26/2020,VESICARENDA   #021518,SUPPL-17,SOLIFENACIN SUCCINATE,ASTELLAS
05/26/2020,ZOSYNNDA   #050684,SUPPL-96,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,WYETH PHARMS
05/26/2020,ZOSYN IN PLASTIC CONTAINERNDA   #050750,SUPPL-43,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,BAXTER HLTHCARE CORP
05/26/2020,AZITHROMYCINANDA  #065398,SUPPL-16,AZITHROMYCIN,LUPIN LTD
05/26/2020,AZITHROMYCINANDA  #065399,SUPPL-16,AZITHROMYCIN,LUPIN LTD
05/26/2020,REBIFBLA   #103780,SUPPL-5203,INTERFERON BETA-1A,SERONO INC
05/26/2020,REBIFBLA   #103780,SUPPL-5207,INTERFERON BETA-1A,SERONO INC
05/26/2020,YERVOYBLA   #125377,SUPPL-110,IPILIMUMAB,BRISTOL MYERS SQUIBB
05/26/2020,OPDIVOBLA   #125554,SUPPL-82,NIVOLUMAB,BRISTOL MYERS SQUIBB
05/26/2020,TINIDAZOLEANDA  #201172,SUPPL-2,TINIDAZOLE,HIKMA
05/26/2020,TINIDAZOLEANDA  #202489,SUPPL-3,TINIDAZOLE,THINQ PHARM-CRO PVT
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #202881,SUPPL-3,DEXMEDETOMIDINE HYDROCHLORIDE,MYLAN INSTITUTIONAL
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #202881,SUPPL-7,DEXMEDETOMIDINE HYDROCHLORIDE,MYLAN INSTITUTIONAL
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #202881,SUPPL-8,DEXMEDETOMIDINE HYDROCHLORIDE,MYLAN INSTITUTIONAL
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #202881,SUPPL-9,DEXMEDETOMIDINE HYDROCHLORIDE,MYLAN INSTITUTIONAL
05/26/2020,MIDAZOLAM HYDROCHLORIDE PRESERVATIVE FREEANDA  #203460,SUPPL-9,MIDAZOLAM HYDROCHLORIDE,FRESENIUS KABI USA
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #204686,SUPPL-1,DEXMEDETOMIDINE HYDROCHLORIDE,ACTAVIS INC
05/26/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #204686,SUPPL-3,DEXMEDETOMIDINE HYDROCHLORIDE,ACTAVIS INC
05/26/2020,CISATRACURIUM BESYLATE PRESERVATIVE FREEANDA  #206791,SUPPL-2,CISATRACURIUM BESYLATE,SOMERSET THERAPS LLC
05/26/2020,CISATRACURIUM BESYLATEANDA  #209132,SUPPL-2,CISATRACURIUM BESYLATE,SOMERSET
05/26/2020,VESICARE LSNDA   #209529,ORIG-1,SOLIFENACIN SUCCINATE,ASTELLAS
05/26/2020,CHLORZOXAZONEANDA  #212185,ORIG-1,CHLORZOXAZONE,GLENMARK PHARMS LTD
05/26/2020,ARTESUNATENDA   #213036,ORIG-1,ARTESUNATE,AMIVAS
05/26/2020,DUPIXENTBLA   #761055,SUPPL-20,DUPILUMAB,REGENERON PHARMACEUTICALS
05/26/2020,RUXIENCEBLA   #761103,SUPPL-3,RITUXIMAB-PVVR,PFIZER INC
05/27/2020,BACLOFENANDA  #077088,SUPPL-2,BACLOFEN,OXFORD PHARMS
05/27/2020,NICARDIPINE HYDROCHLORIDEANDA  #090664,SUPPL-4,NICARDIPINE HYDROCHLORIDE,RK PHARMA
05/27/2020,NICARDIPINE HYDROCHLORIDEANDA  #090664,SUPPL-5,NICARDIPINE HYDROCHLORIDE,RK PHARMA
05/27/2020,CAMPATHBLA   #103948,SUPPL-5173,ALEMTUZUMAB,GENZYME
05/27/2020,LEMTRADABLA   #103948,SUPPL-5173,ALEMTUZUMAB,GENZYME
05/27/2020,GUANFACINE HYDROCHLORIDEANDA  #201382,SUPPL-7,GUANFACINE HYDROCHLORIDE,TEVA PHARMS USA
05/27/2020,CLONIDINE HYDROCHLORIDEANDA  #203320,SUPPL-4,CLONIDINE HYDROCHLORIDE,ACTAVIS ELIZABETH
05/27/2020,CLONIDINE HYDROCHLORIDEANDA  #203320,SUPPL-8,CLONIDINE HYDROCHLORIDE,ACTAVIS ELIZABETH
05/27/2020,SIRTURONDA   #204384,SUPPL-13,BEDAQUILINE FUMARATE,JANSSEN THERAP
05/27/2020,ABACAVIR SULFATE AND LAMIVUDINEANDA  #206151,SUPPL-2,ABACAVIR SULFATE; LAMIVUDINE,AUROBINDO PHARMA
05/27/2020,ABACAVIR SULFATE AND LAMIVUDINEANDA  #206151,SUPPL-5,ABACAVIR SULFATE; LAMIVUDINE,AUROBINDO PHARMA
05/27/2020,AKYNZEONDA   #210493,SUPPL-2,FOSNETUPITANT CHLORIDE HYDROCHLORIDE; PALONOSETRON HYDROCHLORIDE,HELSINN HLTHCARE
05/27/2020,OSELTAMIVIR PHOSPHATEANDA  #212784,ORIG-1,OSELTAMIVIR PHOSPHATE,AJANTA PHARMA LTD
05/27/2020,TIZANIDINE HYDROCHLORIDEANDA  #213798,ORIG-1,TIZANIDINE HYDROCHLORIDE,RUBICON
05/28/2020,QUTENZANDA   #022395,SUPPL-18,CAPSAICIN,AVERITAS
05/28/2020,BRILINTANDA   #022433,SUPPL-28,TICAGRELOR,ASTRAZENECA
05/28/2020,BUSPIRONE HYDROCHLORIDEANDA  #075388,SUPPL-6,BUSPIRONE HYDROCHLORIDE,OXFORD PHARMS
05/28/2020,BUSPIRONE HYDROCHLORIDEANDA  #075467,SUPPL-21,BUSPIRONE HYDROCHLORIDE,MYLAN
05/28/2020,BUSPIRONE HYDROCHLORIDEANDA  #075521,SUPPL-6,BUSPIRONE HYDROCHLORIDE,RUBICON
05/28/2020,ENALAPRIL MALEATE AND HYDROCHLOROTHIAZIDEANDA  #075727,SUPPL-22,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE,COSETTE
05/28/2020,LISINOPRILANDA  #075783,SUPPL-18,LISINOPRIL,TEVA
05/28/2020,LISINOPRILANDA  #076164,SUPPL-15,LISINOPRIL,PRINSTON INC
05/28/2020,FUROSEMIDEANDA  #078010,SUPPL-13,FUROSEMIDE,IPCA LABS LTD
05/28/2020,FUROSEMIDEANDA  #078010,SUPPL-18,FUROSEMIDE,IPCA LABS LTD
05/28/2020,SIMVASTATINANDA  #078103,SUPPL-44,SIMVASTATIN,LUPIN
05/28/2020,BUSPIRONE HYDROCHLORIDEANDA  #078302,SUPPL-2,BUSPIRONE HYDROCHLORIDE,OXFORD PHARMS
05/28/2020,ACTEMRABLA   #125276,SUPPL-129,TOCILIZUMAB,GENENTECH
05/28/2020,ACTEMRABLA   #125472,SUPPL-42,TOCILIZUMAB,GENENTECH
05/28/2020,DIFICIDNDA   #201699,SUPPL-13,FIDAXOMICIN,CUBIST PHARMS LLC
05/28/2020,DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATEANDA  #204777,ORIG-1,DORZOLAMIDE HYDROCHLORIDE; TIMOLOL MALEATE,MICRO LABS
05/28/2020,ARIPIPRAZOLEANDA  #205064,SUPPL-1,ARIPIPRAZOLE,HETERO LABS LTD V
05/28/2020,ARIPIPRAZOLEANDA  #205064,SUPPL-3,ARIPIPRAZOLE,HETERO LABS LTD V
05/28/2020,ARIPIPRAZOLEANDA  #205064,SUPPL-4,ARIPIPRAZOLE,HETERO LABS LTD V
05/28/2020,ARIPIPRAZOLEANDA  #205064,SUPPL-6,ARIPIPRAZOLE,HETERO LABS LTD V
05/28/2020,ARIPIPRAZOLEANDA  #205064,SUPPL-7,ARIPIPRAZOLE,HETERO LABS LTD V
05/28/2020,LINAGLIPTIN AND METFORMIN HYDROCHLORIDEANDA  #208454,ORIG-1,LINAGLIPTIN AND METFORMIN HYDROCHLORIDE,SUN PHARM INDS LTD
05/28/2020,LUTATHERANDA   #208700,SUPPL-10,LUTETIUM LU 177 DOTATATE,AAA USA INC
05/28/2020,ESOMEPRAZOLE MAGNESIUMANDA  #208939,ORIG-1,ESOMEPRAZOLE MAGNESIUM,HETERO LABS LTD III
05/28/2020,DAPAGLIFLOZIN AND SAXAGLIPTINANDA  #211533,ORIG-1,DAPAGLIFLOZIN; SAXAGLIPTIN,MSN LABS PVT LTD
05/28/2020,TAUVIDNDA   #212123,ORIG-1,FLORTAUCIPIR F-18,AVID RADIOPHARMS INC
05/28/2020,DIFICIDNDA   #213138,SUPPL-1,FIDAXOMICIN,CUBIST PHARMS LLC
05/28/2020,ZILXINDA   #213690,ORIG-1,MINOCYCLINE HYDROCHLORIDE,JOURNEY
05/29/2020,BUSPIRONE HYDROCHLORIDEANDA  #074253,SUPPL-8,BUSPIRONE HYDROCHLORIDE,IMPAX LABS INC
05/29/2020,BUSPIRONE HYDROCHLORIDEANDA  #075022,SUPPL-22,BUSPIRONE HYDROCHLORIDE,TEVA
05/29/2020,BUSPIRONE HYDROCHLORIDEANDA  #075413,SUPPL-1,BUSPIRONE HYDROCHLORIDE,RISING
05/29/2020,LEVOFLOXACINANDA  #077652,SUPPL-17,LEVOFLOXACIN,ZYDUS LIFESCIENCES
05/29/2020,BUSPIRONE HYDROCHLORIDEANDA  #078888,SUPPL-4,BUSPIRONE HYDROCHLORIDE,ZYDUS PHARMS
05/29/2020,CHLOROQUINE PHOSPHATEANDA  #083082,SUPPL-56,CHLOROQUINE PHOSPHATE,HIKMA PHARMS
05/29/2020,PIPERACILLIN AND TAZOBACTAMANDA  #090498,SUPPL-7,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
05/29/2020,PIPERACILLIN AND TAZOBACTAMANDA  #090498,SUPPL-8,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
05/29/2020,PIPERACILLIN AND TAZOBACTAMANDA  #090498,SUPPL-13,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
05/29/2020,PIPERACILLIN AND TAZOBACTAMANDA  #090498,SUPPL-16,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
05/29/2020,PIPERACILLIN AND TAZOBACTAMANDA  #090498,SUPPL-17,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,ISTITUTO BIO ITA SPA
05/29/2020,AVASTINBLA   #125085,SUPPL-332,BEVACIZUMAB,GENENTECH
05/29/2020,CYRAMZABLA   #125477,SUPPL-34,RAMUCIRUMAB,ELI LILLY AND CO
05/29/2020,TALTZBLA   #125521,SUPPL-19,IXEKIZUMAB,ELI LILLY AND CO
05/29/2020,OXYCODONE AND ACETAMINOPHENANDA  #202142,SUPPL-5,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,MIKART
05/29/2020,GUANFACINE HYDROCHLORIDEANDA  #202568,SUPPL-4,GUANFACINE HYDROCHLORIDE,SANDOZ
05/29/2020,PALIPERIDONEANDA  #202645,SUPPL-5,PALIPERIDONE,ACTAVIS LABS FL INC
05/29/2020,PALIPERIDONEANDA  #202645,SUPPL-6,PALIPERIDONE,ACTAVIS LABS FL INC
05/29/2020,PALIPERIDONEANDA  #202645,SUPPL-7,PALIPERIDONE,ACTAVIS LABS FL INC
05/29/2020,PALIPERIDONEANDA  #202645,SUPPL-8,PALIPERIDONE,ACTAVIS LABS FL INC
05/29/2020,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATEANDA  #202894,SUPPL-4,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,GLENMARK SPECLT
05/29/2020,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATEANDA  #202894,SUPPL-7,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE,GLENMARK SPECLT
05/29/2020,CISATRACURIUM BESYLATEANDA  #203236,SUPPL-1,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,CISATRACURIUM BESYLATEANDA  #203236,SUPPL-2,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,CISATRACURIUM BESYLATEANDA  #203236,SUPPL-6,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,CISATRACURIUM BESYLATEANDA  #203238,SUPPL-1,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,CISATRACURIUM BESYLATEANDA  #203238,SUPPL-2,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,CISATRACURIUM BESYLATEANDA  #203238,SUPPL-5,CISATRACURIUM BESYLATE,HOSPIRA
05/29/2020,PALIPERIDONEANDA  #203802,SUPPL-5,PALIPERIDONE,RK PHARMA
05/29/2020,PALIPERIDONEANDA  #203802,SUPPL-6,PALIPERIDONE,RK PHARMA
05/29/2020,PALIPERIDONEANDA  #203802,SUPPL-9,PALIPERIDONE,RK PHARMA
05/29/2020,PALIPERIDONEANDA  #203802,SUPPL-11,PALIPERIDONE,RK PHARMA
05/29/2020,PALIPERIDONEANDA  #203802,SUPPL-13,PALIPERIDONE,RK PHARMA
05/29/2020,MESALAMINEANDA  #203817,SUPPL-3,MESALAMINE,ACTAVIS LABS FL
05/29/2020,AMOXICILLINANDA  #204030,SUPPL-2,AMOXICILLIN,AUROBINDO PHARMA LTD
05/29/2020,AMOXICILLINANDA  #204030,SUPPL-3,AMOXICILLIN,AUROBINDO PHARMA LTD
05/29/2020,AMOXICILLINANDA  #204030,SUPPL-5,AMOXICILLIN,AUROBINDO PHARMA LTD
05/29/2020,ENTERO VU 24%NDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,LIQUID E-Z-PAQUENDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,READI-CAT 2NDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,READI-CAT 2 SMOOTHIENDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,TAGITOL VNDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,VARIBAR HONEYNDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,VARIBAR NECTARNDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,VARIBAR THIN HONEYNDA   #208143,SUPPL-11,BARIUM SULFATE,BRACCO
05/29/2020,ZEJULANDA   #208447,SUPPL-18,NIRAPARIB TOSYLATE,GLAXOSMITHKLINE
05/29/2020,VENCLEXTANDA   #208573,SUPPL-18,VENETOCLAX,ABBVIE
05/29/2020,LUTATHERANDA   #208700,SUPPL-1,LUTETIUM LU 177 DOTATATE,AAA USA INC
05/29/2020,DEXMEDETOMIDINE HYDROCHLORIDEANDA  #209065,SUPPL-6,DEXMEDETOMIDINE HYDROCHLORIDE,HENGRUI PHARMA
